,Circuit,contentores,tipo,volume,percentagem,estado,Recolhidos,Fora do Contentor,Uso Comercial,Latitude,Longitude,%_recolhidos,vol_instalado_m3,vol_cont_recolhidos_m3,vol_recolhido_m3
200,6,6,Rectangular c/ rodas,1100,1.0,Bom,2,Não,Sim,37.135882,-8.58449,0.3333333333333333,6.6000000000000005,2.2,2.2
201,6,4,Rectangular c/ rodas,1100,0.5,Bom,2,Não,Não,37.137582,-8.585724,0.5,4.4,2.2,1.1
202,6,2,Contentor semi-enterrado,3000,0.75,Bom,1,Não,Não,37.139269,-8.584903,0.5,6.0,3.0,2.25
203,3,1,Contentor semi-enterrado,3000,0.75,Bom,1,Não,Não,37.139933,-8.54196,1.0,3.0,3.0,2.25
204,6,1,Rectangular c/ rodas,1100,0.5,Razoável,1,Não,Não,37.140118,-8.584685,1.0,1.1,1.1,0.55
205,3,3,Contentor semi-enterrado,3000,0.75,Bom,3,Não,Não,37.140133,-8.542603,1.0,9.0,9.0,6.75
206,6,2,Rectangular c/ rodas,1100,0.75,Bom,2,Não,Não,37.138488,-8.582094,1.0,2.2,2.2,1.6500000000000001
207,3,1,Rectangular c/ rodas,1100,0.25,Razoável,1,Não,Não,37.140235,-8.543026,1.0,1.1,1.1,0.275
208,3,1,Rectangular c/ rodas,1100,0.25,Razoável,1,Não,Não,37.140219,-8.543147,1.0,1.1,1.1,0.275
209,6,2,Contentor semi-enterrado,3000,0.75,Bom,1,Não,Não,37.131907,-8.592413,0.5,6.0,3.0,2.25
210,6,2,Contentor semi-enterrado,3000,0.5,Mau,1,Não,Não,37.131823,-8.591525,0.5,6.0,3.0,1.5
211,3,1,Contentor semi-enterrado,3000,0.25,Bom,0,Não,Não,37.139331,-8.544941,0.0,3.0,0.0,0.0
212,6,2,Contentor semi-enterrado,3000,0.75,Bom,1,Não,Não,37.130392,-8.591921,0.5,6.0,3.0,2.25
213,3,3,Rectangular c/ rodas,1100,0.5,Bom,3,Não,Não,37.138919,-8.545203,1.0,3.3000000000000003,3.3000000000000003,1.6500000000000001
214,6,2,Contentor semi-enterrado,3000,0.5,Razoável,1,Não,Não,37.127661,-8.588725,0.5,6.0,3.0,1.5
215,3,1,Contentor semi-enterrado,3000,0.75,Bom,1,Não,Não,37.138718,-8.543178,1.0,3.0,3.0,2.25
216,6,3,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.123648,-8.588973,0.3333333333333333,9.0,3.0,1.5
217,6,3,Contentor semi-enterrado,3000,0.75,Razoável,2,Não,Não,37.123991,-8.590372,0.6666666666666666,9.0,6.0,4.5
218,6,1,Rectangular c/ rodas,1100,0.5,Bom,1,Não,Não,37.124781,-8.590013,1.0,1.1,1.1,0.55
219,6,2,Contentor semi-enterrado,3000,0.75,Razoável,1,Não,Não,37.122851,-8.586226,0.5,6.0,3.0,2.25
220,6,2,Contentor semi-enterrado,3000,0.25,Bom,0,Não,Não,37.12289,-8.584465,0.0,6.0,0.0,0.0
221,6,5,Rectangular c/ rodas,1100,0.75,Bom,2,Não,Sim,37.120983,-8.582435,0.4,5.5,2.2,1.6500000000000001
222,6,2,Rectangular c/ rodas,800,0.5,Bom,1,Não,Não,37.122181,-8.580481,0.5,1.6,0.8,0.4
223,6,1,Rectangular c/ rodas,1100,0.5,Bom,1,Não,Não,37.123275,-8.577453,1.0,1.1,1.1,0.55
224,6,2,Contentor semi-enterrado,3000,0.25,Bom,0,Não,Sim,37.122093,-8.576247,0.0,6.0,0.0,0.0
225,6,3,Rectangular c/ rodas,800,1.0,Bom,3,Sim,Sim,37.120701,-8.573379,1.0,2.4000000000000004,2.4000000000000004,2.4000000000000004
226,3,1,Contentor semi-enterrado,3000,0.5,Razoável,1,Não,Não,37.138603,-8.541557,1.0,3.0,3.0,1.5
227,6,1,Contentor semi-enterrado,3000,0.75,Bom,1,Não,Não,37.121858,-8.567719,1.0,3.0,3.0,2.25
228,3,3,Rectangular c/ rodas,1100,1.0,Razoável,3,Não,Não,37.138356,-8.540313,1.0,3.3000000000000003,3.3000000000000003,3.3000000000000003
229,6,2,Rectangular c/ rodas,1100,0.5,Bom,1,Não,Não,37.122613,-8.564974,0.5,2.2,1.1,0.55
230,6,1,Rectangular c/ rodas,1100,1.0,Bom,1,Não,Não,37.122409,-8.566523,1.0,1.1,1.1,1.1
231,6,1,Rectangular c/ rodas,1100,0.5,Bom,1,Não,Não,37.121584,-8.570133,1.0,1.1,1.1,0.55
232,6,1,Rectangular c/ rodas,1100,0.5,Bom,1,Não,Não,37.121101,-8.571483,1.0,1.1,1.1,0.55
233,6,10,Rectangular c/ rodas,800,1.0,Bom,10,Não,Sim,37.12221,-8.57493,1.0,8.0,8.0,8.0
234,6,14,Rectangular c/ rodas,1100,1.0,Razoável,14,Não,Sim,37.12221,-8.57493,1.0,15.400000000000002,15.400000000000002,15.400000000000002
235,3,7,Rectangular c/ rodas,1100,0.75,Razoável,7,Não,Sim,37.137507,-8.538518,1.0,7.700000000000001,7.700000000000001,5.775
236,6,1,Rectangular c/ rodas,1100,0.75,Bom,1,Não,Não,37.122695,-8.576576,1.0,1.1,1.1,0.8250000000000001
237,6,1,Contentor semi-enterrado,3000,0.25,Bom,0,Não,Não,37.125016,-8.578785,0.0,3.0,0.0,0.0
238,6,3,Rectangular c/ rodas,1100,0.25,Razoável,2,Não,Não,37.125037,-8.581398,0.6666666666666666,3.3000000000000003,2.2,0.55
239,6,2,Contentor semi-enterrado,3000,0.25,Bom,0,Não,Não,37.127272,-8.583562,0.0,6.0,0.0,0.0
240,6,1,Rectangular c/ rodas,1100,0.25,Bom,1,Não,Não,37.128885,-8.587179,1.0,1.1,1.1,0.275
241,6,1,Rectangular c/ rodas,1100,0.75,Bom,1,Não,Não,37.128773,-8.588687,1.0,1.1,1.1,0.8250000000000001
242,6,2,Contentor semi-enterrado,3000,0.25,Bom,0,Não,Não,37.128852,-8.591111,0.0,6.0,0.0,0.0
243,6,3,Contentor semi-enterrado,3000,1.0,Bom,3,Não,Não,37.128051,-8.590096,1.0,9.0,9.0,9.0
244,6,3,Rectangular c/ rodas,1100,0.5,Razoável,1,Não,Não,37.127833,-8.590322,0.3333333333333333,3.3000000000000003,1.1,0.55
245,6,2,Rectangular c/ rodas,1100,1.0,Bom,2,Não,Não,37.127949,-8.591159,1.0,2.2,2.2,2.2
246,6,2,Contentor semi-enterrado,3000,0.75,Bom,1,Não,Não,37.126506,-8.592553,0.5,6.0,3.0,2.25
247,6,2,Rectangular c/ rodas,1100,0.5,Bom,2,Não,Não,37.128272,-8.592309,1.0,2.2,2.2,1.1
248,6,3,Rectangular c/ rodas,1100,0.5,Razoável,1,Não,Não,37.128642,-8.592847,0.3333333333333333,3.3000000000000003,1.1,0.55
249,6,4,Rectangular c/ rodas,1100,0.5,Bom,1,Não,Não,37.126777,-8.590639,0.25,4.4,1.1,0.55
250,6,2,Rectangular c/ rodas,120,1.0,Mau,2,Não,Sim,37.129996,-8.596369,1.0,0.24,0.24,0.24
251,6,5,Contentor semi-enterrado,3000,0.75,Razoável,5,Não,Sim,37.129996,-8.596369,1.0,15.0,15.0,11.25
252,6,3,Contentor semi-enterrado,3000,0.75,Razoável,1,Não,Não,37.127863,-8.5954,0.3333333333333333,9.0,3.0,2.25
253,6,1,Rectangular c/ rodas,1100,0.5,Razoável,1,Sim,Não,37.127352,-8.595973,1.0,1.1,1.1,0.55
254,6,1,Rectangular c/ rodas,1100,0.5,Razoável,1,Sim,Não,37.126931,-8.5963,1.0,1.1,1.1,0.55
255,6,2,Contentor semi-enterrado,3000,0.75,Razoável,2,Não,Não,37.126445,-8.595959,1.0,6.0,6.0,4.5
256,6,3,Rectangular c/ rodas,1100,0.75,Razoável,3,Não,Não,37.123674,-8.596353,1.0,3.3000000000000003,3.3000000000000003,2.475
257,6,2,Rectangular c/ rodas,1100,0.5,Bom,1,Não,Não,37.1237,-8.595325,0.5,2.2,1.1,0.55
258,6,2,Rectangular c/ rodas,1100,0.5,Razoável,2,Não,Não,37.131267,-8.590676,1.0,2.2,2.2,1.1
259,6,2,Contentor semi-enterrado,3000,0.75,Mau,2,Não,Não,37.132524,-8.59059,1.0,6.0,6.0,4.5
260,6,2,Rectangular c/ rodas,1100,0.5,Bom,2,Não,Não,37.133417,-8.59128,1.0,2.2,2.2,1.1
261,6,11,Rectangular c/ rodas,1100,1.0,Bom,11,Não,Não,37.135044,-8.590596,1.0,12.100000000000001,12.100000000000001,12.100000000000001
262,6,1,Rectangular c/ rodas,1100,0.25,Bom,0,Não,Não,37.140279,-8.589251,0.0,1.1,0.0,0.0
263,6,1,Rectangular c/ rodas,1100,0.25,Bom,0,Não,Não,37.143207,-8.586426,0.0,1.1,0.0,0.0
264,6,1,Rectangular c/ rodas,800,1.0,Bom,1,Não,Não,37.143691,-8.585768,1.0,0.8,0.8,0.8
265,6,2,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.145067,-8.584281,0.5,6.0,3.0,1.5
266,6,1,Rectangular c/ rodas,800,0.75,Bom,1,Sim,Não,37.146836,-8.582351,1.0,0.8,0.8,0.6000000000000001
267,6,1,Rectangular c/ rodas,1100,0.75,Bom,1,Não,Não,37.147457,-8.579957,1.0,1.1,1.1,0.8250000000000001
268,6,1,Rectangular c/ rodas,1100,0.25,Razoável,0,Não,Não,37.149353,-8.576761,0.0,1.1,0.0,0.0
269,6,1,Rectangular c/ rodas,1100,0.5,Razoável,1,Não,Sim,37.148989,-8.576053,1.0,1.1,1.1,0.55
270,6,1,Rectangular c/ rodas,1100,0.75,Bom,1,Não,Não,37.152598,-8.575721,1.0,1.1,1.1,0.8250000000000001
271,6,1,Rectangular c/ rodas,1100,0.25,Bom,1,Não,Não,37.158139,-8.571842,1.0,1.1,1.1,0.275
272,6,1,Rectangular c/ rodas,1100,0.5,Bom,1,Não,Não,37.159523,-8.570891,1.0,1.1,1.1,0.55
273,6,1,Rectangular c/ rodas,1100,0.5,Razoável,1,Não,Não,37.159579,-8.570733,1.0,1.1,1.1,0.55
274,6,1,Rectangular c/ rodas,1100,0.25,Bom,0,Não,Não,37.161539,-8.572882,0.0,1.1,0.0,0.0
275,6,4,Rectangular c/ rodas,1100,1.0,Razoável,4,Não,Sim,37.161602,-8.585595,1.0,4.4,4.4,4.4
276,6,8,Rectangular c/ rodas,800,0.5,Bom,8,Não,Sim,37.160995,-8.579407,1.0,6.4,6.4,3.2
277,6,8,Rectangular c/ rodas,1100,0.5,Bom,8,Não,Sim,37.160995,-8.579407,1.0,8.8,8.8,4.4
278,6,2,Rectangular c/ rodas,1100,1.0,Bom,1,Não,Sim,37.160991,-8.578486,0.5,2.2,1.1,1.1
279,8,3,Rectangular c/ rodas,1100,0.5,Razoável,3,Não,Não,37.157381,-8.552441,1.0,3.3000000000000003,3.3000000000000003,1.6500000000000001
280,8,2,Rectangular c/ rodas,800,0.5,Razoável,2,Não,Não,37.157379,-8.552663,1.0,1.6,1.6,0.8
281,8,1,Rectangular c/ rodas,1100,0.5,Bom,1,Não,Não,37.156216,-8.551942,1.0,1.1,1.1,0.55
282,8,1,Rectangular c/ rodas,1100,0.5,Bom,1,Não,Não,37.153477,-8.552665,1.0,1.1,1.1,0.55
283,5,1,Rectangular c/ rodas,1100,0.25,Bom,1,Não,Não,37.14349,-8.548502,1.0,1.1,1.1,0.275
284,8,1,Rectangular c/ rodas,1100,0.5,Bom,1,Não,Não,37.154519,-8.552837,1.0,1.1,1.1,0.55
285,8,1,Rectangular c/ rodas,1100,0.75,Bom,1,Não,Não,37.157177,-8.553354,1.0,1.1,1.1,0.8250000000000001
286,5,3,Rectangular c/ rodas,1100,1.0,Bom,2,Não,Não,37.137716,-8.546378,0.6666666666666666,3.3000000000000003,2.2,2.2
287,8,3,Rectangular c/ rodas,1100,0.75,Bom,3,Não,Não,37.153142,-8.551152,1.0,3.3000000000000003,3.3000000000000003,2.475
288,5,1,Rectangular c/ rodas,1100,0.5,Bom,1,Não,Não,37.134117,-8.545778,1.0,1.1,1.1,0.55
289,8,1,Rectangular c/ rodas,1100,0.75,Bom,1,Não,Não,37.153947,-8.549964,1.0,1.1,1.1,0.8250000000000001
290,5,2,Rectangular c/ rodas,1100,0.75,Bom,2,Não,Não,37.133389,-8.546437,1.0,2.2,2.2,1.6500000000000001
291,8,2,Rectangular c/ rodas,1100,0.75,Bom,2,Não,Sim,37.154634,-8.549517,1.0,2.2,2.2,1.6500000000000001
292,8,1,Rectangular c/ rodas,1100,0.25,Bom,0,Não,Não,37.155201,-8.549466,0.0,1.1,0.0,0.0
293,8,2,Rectangular c/ rodas,1100,0.25,Bom,2,Não,Não,37.155696,-8.549066,1.0,2.2,2.2,0.55
294,5,1,Contentor semi-enterrado,3000,0.75,Bom,1,Não,Não,37.132558,-8.546132,1.0,3.0,3.0,2.25
295,5,2,Rectangular c/ rodas,1100,1.0,Bom,2,Não,Não,37.132248,-8.545911,1.0,2.2,2.2,2.2
296,8,3,Rectangular c/ rodas,1100,0.25,Bom,3,Sim,Não,37.152681,-8.5492,1.0,3.3000000000000003,3.3000000000000003,0.8250000000000001
297,5,1,Rectangular c/ rodas,1100,1.0,Bom,1,Não,Não,37.127547,-8.547646,1.0,1.1,1.1,1.1
298,8,1,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.15198,-8.548515,1.0,3.0,3.0,1.5
299,5,2,Contentor semi-enterrado,3000,0.75,Bom,2,Não,Não,37.123943,-8.545427,1.0,6.0,6.0,4.5
300,8,1,Rectangular c/ rodas,1100,0.5,Bom,1,Não,Não,37.150663,-8.547082,1.0,1.1,1.1,0.55
301,5,3,Contentor semi-enterrado,3000,1.0,Bom,2,Não,Não,37.124727,-8.547382,0.6666666666666666,9.0,6.0,6.0
302,8,2,Contentor semi-enterrado,3000,0.5,Bom,2,Sim,Não,37.150513,-8.546119,1.0,6.0,6.0,3.0
303,8,3,Contentor semi-enterrado,3000,0.25,Bom,3,Não,Não,37.151936,-8.545623,1.0,9.0,9.0,2.25
304,5,3,Contentor semi-enterrado,3000,1.0,Bom,2,Não,Não,37.12557,-8.548101,0.6666666666666666,9.0,6.0,6.0
305,5,1,Rectangular c/ rodas,1100,1.0,Bom,1,Não,Não,37.124998,-8.549595,1.0,1.1,1.1,1.1
306,5,3,Contentor semi-enterrado,3000,1.0,Bom,3,Não,Não,37.124064,-8.54897,1.0,9.0,9.0,9.0
307,8,2,Contentor semi-enterrado,3000,0.5,Bom,2,Sim,Não,37.150348,-8.544396,1.0,6.0,6.0,3.0
308,5,2,Contentor semi-enterrado,3000,0.75,Bom,1,Não,Não,37.121794,-8.549889,0.5,6.0,3.0,2.25
309,8,2,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.148988,-8.544965,0.5,6.0,3.0,1.5
310,5,2,Rectangular c/ rodas,800,0.5,Bom,2,Não,Não,37.121878,-8.560688,1.0,1.6,1.6,0.8
311,8,2,Contentor semi-enterrado,3000,0.25,Bom,2,Não,Não,37.148282,-8.544354,1.0,6.0,6.0,1.5
312,5,3,Rectangular c/ rodas,1100,0.75,Bom,3,Não,Não,37.121983,-8.563972,1.0,3.3000000000000003,3.3000000000000003,2.475
313,8,2,Rectangular c/ rodas,1100,0.25,Bom,2,Não,Não,37.148493,-8.545833,1.0,2.2,2.2,0.55
314,5,3,Rectangular c/ rodas,1100,0.5,Bom,3,Não,Não,37.121168,-8.561873,1.0,3.3000000000000003,3.3000000000000003,1.6500000000000001
315,8,2,Contentor semi-enterrado,3000,0.5,Razoável,1,Não,Não,37.148475,-8.547098,0.5,6.0,3.0,1.5
316,8,1,Contentor semi-enterrado,3000,0.5,Razoável,1,Não,Não,37.149208,-8.5483,1.0,3.0,3.0,1.5
317,5,8,Rectangular c/ rodas,1100,1.0,Bom,4,Não,Sim,37.121142,-8.560311,0.5,8.8,4.4,4.4
318,5,5,Rectangular c/ rodas,800,0.5,Bom,1,Não,Não,37.120423,-8.553299,0.2,4.0,0.8,0.4
319,8,3,Contentor semi-enterrado,3000,0.5,Bom,2,Não,Não,37.150357,-8.549222,0.6666666666666666,9.0,6.0,3.0
320,5,1,Rectangular c/ rodas,1100,1.0,Bom,1,Não,Não,37.121093,-8.556574,1.0,1.1,1.1,1.1
321,5,2,Rectangular c/ rodas,1100,1.0,Bom,1,Não,Não,37.120838,-8.556898,0.5,2.2,1.1,1.1
322,5,1,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.120489,-8.558642,1.0,3.0,3.0,1.5
323,8,1,Rectangular c/ rodas,1100,0.25,Bom,1,Não,Não,37.153238,-8.544605,1.0,1.1,1.1,0.275
324,8,1,Rectangular c/ rodas,1100,0.75,Bom,1,Não,Não,37.151461,-8.541391,1.0,1.1,1.1,0.8250000000000001
325,5,1,Rectangular c/ rodas,1100,0.25,Bom,1,Não,Não,37.119866,-8.55732,1.0,1.1,1.1,0.275
326,8,2,Contentor semi-enterrado,3000,0.75,Bom,1,Não,Não,37.15034,-8.540322,0.5,6.0,3.0,2.25
327,5,1,Rectangular c/ rodas,1100,0.5,Bom,1,Não,Não,37.119609,-8.555881,1.0,1.1,1.1,0.55
328,5,2,Rectangular c/ rodas,1100,1.0,Bom,2,Não,Não,37.122784,-8.556905,1.0,2.2,2.2,2.2
329,8,3,Contentor semi-enterrado,3000,0.75,Bom,2,Não,Não,37.14787,-8.540894,0.6666666666666666,9.0,6.0,4.5
330,5,3,Rectangular c/ rodas,1100,1.0,Bom,2,Não,Não,37.123798,-8.555336,0.6666666666666666,3.3000000000000003,2.2,2.2
331,5,2,Contentor semi-enterrado,3000,1.0,Bom,1,Não,Não,37.124351,-8.557377,0.5,6.0,3.0,3.0
332,5,1,Contentor semi-enterrado,3000,0.75,Bom,1,Não,Não,37.125768,-8.557854,1.0,3.0,3.0,2.25
333,8,3,Contentor semi-enterrado,3000,0.75,Bom,2,Não,Não,37.148111,-8.542388,0.6666666666666666,9.0,6.0,4.5
334,5,1,Rectangular c/ rodas,1100,0.5,Bom,1,Não,Não,37.126969,-8.554983,1.0,1.1,1.1,0.55
335,5,2,Contentor semi-enterrado,3000,1.0,Bom,1,Não,Não,37.127739,-8.553932,0.5,6.0,3.0,3.0
336,5,2,Rectangular c/ rodas,1100,0.5,Bom,2,Não,Não,37.126388,-8.552597,1.0,2.2,2.2,1.1
337,8,2,Contentor semi-enterrado,3000,0.75,Razoável,2,Sim,Não,37.148194,-8.540983,1.0,6.0,6.0,4.5
338,5,2,Contentor semi-enterrado,3000,0.75,Bom,2,Não,Não,37.128081,-8.552166,1.0,6.0,6.0,4.5
339,8,2,Contentor semi-enterrado,3000,0.5,Razoável,2,Não,Não,37.149509,-8.540646,1.0,6.0,6.0,3.0
340,5,1,Contentor semi-enterrado,3000,0.5,Bom,1,Sim,Não,37.131186,-8.551158,1.0,3.0,3.0,1.5
341,8,3,Contentor semi-enterrado,3000,0.5,Razoável,2,Não,Não,37.150073,-8.541406,0.6666666666666666,9.0,6.0,3.0
342,5,2,Contentor semi-enterrado,3000,0.75,Bom,1,Não,Não,37.130196,-8.549731,0.5,6.0,3.0,2.25
343,8,1,Rectangular c/ rodas,1100,1.0,Razoável,1,Não,Não,37.15061,-8.542868,1.0,1.1,1.1,1.1
344,8,3,Rectangular c/ rodas,1100,0.75,Razoável,2,Não,Não,37.151463,-8.544322,0.6666666666666666,3.3000000000000003,2.2,1.6500000000000001
345,5,1,Rectangular c/ rodas,800,0.75,Bom,1,Não,Não,37.126869,-8.547045,1.0,0.8,0.8,0.6000000000000001
346,5,1,Rectangular c/ rodas,1100,0.75,Bom,1,Não,Não,37.129189,-8.548556,1.0,1.1,1.1,0.8250000000000001
347,5,2,Rectangular c/ rodas,1100,0.5,Bom,2,Não,Não,37.12954,-8.548415,1.0,2.2,2.2,1.1
348,5,2,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.130181,-8.547663,0.5,6.0,3.0,1.5
349,8,23,Rectangular c/ rodas,1100,1.0,Razoável,22,Não,Não,37.154723,-8.538439,0.9565217391304348,25.3,24.200000000000003,24.200000000000003
350,8,4,Rectangular c/ rodas,800,1.0,Bom,3,Não,Não,37.154723,-8.538439,0.75,3.2,2.4000000000000004,2.4000000000000004
351,5,2,Contentor semi-enterrado,3000,1.0,Bom,1,Não,Não,37.130768,-8.546639,0.5,6.0,3.0,3.0
352,5,2,Contentor semi-enterrado,3000,1.0,Bom,1,Não,Não,37.131472,-8.546871,0.5,6.0,3.0,3.0
353,5,1,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.13247,-8.547341,1.0,3.0,3.0,1.5
354,5,2,Contentor semi-enterrado,3000,1.0,Bom,1,Não,Não,37.132836,-8.547921,0.5,6.0,3.0,3.0
355,5,1,Contentor semi-enterrado,3000,0.0,Bom,1,Não,Não,37.134617,-8.546549,1.0,3.0,3.0,0.0
356,5,2,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.134307,-8.547002,0.5,6.0,3.0,1.5
357,5,1,Contentor semi-enterrado,3000,1.0,Bom,1,Não,Não,37.133483,-8.548842,1.0,3.0,3.0,3.0
358,5,1,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.13354,-8.549366,1.0,3.0,3.0,1.5
359,5,2,Contentor semi-enterrado,3000,1.0,Bom,1,Não,Não,37.1325,-8.549578,0.5,6.0,3.0,3.0
360,5,2,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.13179,-8.550266,0.5,6.0,3.0,1.5
361,5,2,Contentor semi-enterrado,3000,1.0,Bom,1,Não,Não,37.133839,-8.552383,0.5,6.0,3.0,3.0
362,5,1,Rectangular c/ rodas,1100,1.0,Bom,1,Não,Não,37.134192,-8.550774,1.0,1.1,1.1,1.1
363,5,3,Contentor semi-enterrado,3000,0.75,Bom,2,Não,Não,37.13495,-8.549593,0.6666666666666666,9.0,6.0,4.5
364,5,2,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.136279,-8.550126,0.5,6.0,3.0,1.5
365,5,2,Contentor semi-enterrado,3000,1.0,Bom,1,Não,Não,37.135661,-8.550499,0.5,6.0,3.0,3.0
366,5,2,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.136084,-8.551254,0.5,6.0,3.0,1.5
367,8,1,Rectangular c/ rodas,1100,0.5,Razoável,1,Não,Não,37.161582,-8.556243,1.0,1.1,1.1,0.55
368,8,1,Rectangular c/ rodas,1100,0.5,Bom,1,Não,Não,37.161552,-8.572158,1.0,1.1,1.1,0.55
369,5,1,Contentor semi-enterrado,3000,0.5,Bom,1,Não,Não,37.135279,-8.553084,1.0,3.0,3.0,1.5
370,5,1,Contentor semi-enterrado,3000,0.0,Bom,0,Não,Não,37.134987,-8.551333,0.0,3.0,0.0,0.0
371,8,1,Rectangular c/ rodas,1100,0.25,Bom,1,Não,Não,37.166494,-8.577673,1.0,1.1,1.1,0.275
372,5,2,Contentor semi-enterrado,3000,0.75,Bom,1,Não,Não,37.134914,-8.54826,0.5,6.0,3.0,2.25
373,8,1,Rectangular c/ rodas,1100,0.25,Razoável,0,Não,Não,37.16161,-8.592282,0.0,1.1,0.0,0.0
374,5,2,Contentor semi-enterrado,3000,0.75,Bom,1,Não,Não,37.135083,-8.547014,0.5,6.0,3.0,2.25
375,8,2,Rectangular c/ rodas,800,0.75,Bom,2,Não,Não,37.162492,-8.592916,1.0,1.6,1.6,1.2000000000000002
376,5,4,Rectangular c/ rodas,1100,1.0,Bom,4,Não,Não,37.136157,-8.547052,1.0,4.4,4.4,4.4
377,8,1,Rectangular c/ rodas,1100,0.5,Bom,1,Não,Não,37.161402,-8.593892,1.0,1.1,1.1,0.55
378,8,2,Rectangular c/ rodas,1100,0.5,Razoável,2,Não,Não,37.160348,-8.600012,1.0,2.2,2.2,1.1
379,5,3,Contentor semi-enterrado,3000,1.0,Bom,1,Não,Não,37.137958,-8.547504,0.3333333333333333,9.0,3.0,3.0
380,8,1,Rectangular c/ rodas,1100,1.0,Razoável,1,Não,Não,37.161923,-8.600401,1.0,1.1,1.1,1.1
381,8,1,Rectangular c/ rodas,1100,0.75,Bom,1,Não,Não,37.162965,-8.602814,1.0,1.1,1.1,0.8250000000000001
382,8,2,Rectangular c/ rodas,1100,1.0,Bom,1,Não,Não,37.164834,-8.605378,0.5,2.2,1.1,1.1
383,5,2,Contentor semi-enterrado,3000,1.0,Bom,2,Não,Não,37.139709,-8.547574,1.0,6.0,6.0,6.0
384,8,1,Rectangular c/ rodas,1100,0.0,Bom,1,Não,Não,37.165304,-8.606539,1.0,1.1,1.1,0.0
385,8,1,Rectangular c/ rodas,1100,0.25,Bom,1,Não,Não,37.165176,-8.603899,1.0,1.1,1.1,0.275
386,8,1,Rectangular c/ rodas,1100,0.25,Razoável,1,Não,Não,37.164348,-8.603636,1.0,1.1,1.1,0.275
387,5,3,Rectangular c/ rodas,1100,1.0,Bom,2,Não,Não,37.138839,-8.547913,0.6666666666666666,3.3000000000000003,2.2,2.2
388,8,2,Rectangular c/ rodas,1100,1.0,Razoável,2,Não,Não,37.163621,-8.602901,1.0,2.2,2.2,2.2
389,5,2,Contentor semi-enterrado,3000,0.75,Bom,2,Não,Não,37.137464,-8.548452,1.0,6.0,6.0,4.5
390,8,2,Rectangular c/ rodas,1100,0.5,Razoável,2,Não,Não,37.16415,-8.602039,1.0,2.2,2.2,1.1
391,8,3,Rectangular c/ rodas,1100,0.75,Bom,1,Não,Não,37.165569,-8.602014,0.3333333333333333,3.3000000000000003,1.1,0.8250000000000001
392,8,3,Rectangular c/ rodas,1100,0.5,Bom,2,Não,Não,37.164495,-8.602911,0.6666666666666666,3.3000000000000003,2.2,1.1
393,5,3,Contentor semi-enterrado,3000,1.0,Bom,2,Não,Não,37.13685,-8.547896,0.6666666666666666,9.0,6.0,6.0
394,8,2,Contentor semi-enterrado,3000,0.75,Bom,1,Não,Não,37.164038,-8.601533,0.5,6.0,3.0,2.25
395,5,2,Rectangular c/ rodas,1100,1.0,Bom,2,Não,Não,37.137261,-8.551442,1.0,2.2,2.2,2.2
